erro_previsao,reclamacoes,previsao,lucro,prejuizo
0.16339999999998867,sem_reclamacao,-0.16339999999998867,,-0.16339999999998867
0.18350000000000444,sem_reclamacao,0.18350000000000444,0.18350000000000444,
0.12450659999999925,sem_reclamacao,-0.12450659999999925,,-0.12450659999999925
0.08049999999999358,sem_reclamacao,-0.08049999999999358,,-0.08049999999999358
0.4945999999999984,sem_reclamacao,0.4945999999999984,0.4945999999999984,
0.9525999999999915,com_reclamacao,0.9525999999999915,0.9525999999999915,
0.4418999999999995,sem_reclamacao,-0.4418999999999995,,-0.4418999999999995
0.49819999999999887,sem_reclamacao,0.49819999999999887,0.49819999999999887,
0.1200000000000001,sem_reclamacao,-0.1200000000000001,,-0.1200000000000001
0.015000000000003677,sem_reclamacao,0.015000000000003677,0.015000000000003677,
0.3162999999999987,sem_reclamacao,0.3162999999999987,0.3162999999999987,
0.06489999999999974,sem_reclamacao,0.06489999999999974,0.06489999999999974,
0.21910000000000807,sem_reclamacao,-0.21910000000000807,,-0.21910000000000807
0.08569999999999922,sem_reclamacao,0.08569999999999922,0.08569999999999922,
0.12709999999999777,sem_reclamacao,0.12709999999999777,0.12709999999999777,
0.1530000000000049,sem_reclamacao,-0.1530000000000049,,-0.1530000000000049
0.19939999999999802,sem_reclamacao,0.19939999999999802,0.19939999999999802,
1.17520000000001,com_reclamacao,1.17520000000001,1.17520000000001,
0.3974000000000002,sem_reclamacao,0.3974000000000002,0.3974000000000002,
0.002599999999997049,sem_reclamacao,0.002599999999997049,0.002599999999997049,
1.129999999999999,com_reclamacao,-1.129999999999999,,-1.129999999999999
0.01549999999999585,sem_reclamacao,-0.01549999999999585,,-0.01549999999999585
0.32949999999999946,sem_reclamacao,-0.32949999999999946,,-0.32949999999999946
0.24440000000000062,sem_reclamacao,-0.24440000000000062,,-0.24440000000000062
0.6587999999999936,com_reclamacao,0.6587999999999936,0.6587999999999936,
0.028499999999999304,sem_reclamacao,-0.028499999999999304,,-0.028499999999999304
0.2308999999999859,sem_reclamacao,0.2308999999999859,0.2308999999999859,
0.06359999999999655,sem_reclamacao,0.06359999999999655,0.06359999999999655,
0.2370999999999981,sem_reclamacao,-0.2370999999999981,,-0.2370999999999981
0.4068999999999976,sem_reclamacao,0.4068999999999976,0.4068999999999976,
0.1742999999999988,sem_reclamacao,-0.1742999999999988,,-0.1742999999999988
0.18340000000000423,sem_reclamacao,0.18340000000000423,0.18340000000000423,
0.2858999999999998,sem_reclamacao,-0.2858999999999998,,-0.2858999999999998
0.14029999999999454,sem_reclamacao,0.14029999999999454,0.14029999999999454,
0.4842000000000084,sem_reclamacao,-0.4842000000000084,,-0.4842000000000084
0.15879999999999939,sem_reclamacao,0.15879999999999939,0.15879999999999939,
0.27459999999999773,sem_reclamacao,-0.27459999999999773,,-0.27459999999999773
0.3013999999999948,sem_reclamacao,-0.3013999999999948,,-0.3013999999999948
0.24800000000000022,sem_reclamacao,-0.24800000000000022,,-0.24800000000000022
1.0518,com_reclamacao,1.0518,1.0518,
0.1497999999999946,sem_reclamacao,0.1497999999999946,0.1497999999999946,
0.5398000000000032,com_reclamacao,0.5398000000000032,0.5398000000000032,
0.18519999999998937,sem_reclamacao,-0.18519999999998937,,-0.18519999999998937
0.5564999999999962,com_reclamacao,-0.5564999999999962,,-0.5564999999999962
0.2707000000000046,sem_reclamacao,0.2707000000000046,0.2707000000000046,
0.61310000000001,com_reclamacao,0.61310000000001,0.61310000000001,
0.04050000000000331,sem_reclamacao,-0.04050000000000331,,-0.04050000000000331
0.07070000000000043,sem_reclamacao,0.07070000000000043,0.07070000000000043,
0.026300000000000878,sem_reclamacao,0.026300000000000878,0.026300000000000878,
0.3030000000000026,sem_reclamacao,0.3030000000000026,0.3030000000000026,
0.17410000000000636,sem_reclamacao,-0.17410000000000636,,-0.17410000000000636
0.9337000000000018,com_reclamacao,0.9337000000000018,0.9337000000000018,
0.20589999999999442,sem_reclamacao,-0.20589999999999442,,-0.20589999999999442
0.5127000000000033,com_reclamacao,0.5127000000000033,0.5127000000000033,
0.8557000000000006,com_reclamacao,-0.8557000000000006,,-0.8557000000000006
1.3580999999999994,com_reclamacao,1.3580999999999994,1.3580999999999994,
1.0888000000000009,com_reclamacao,1.0888000000000009,1.0888000000000009,
0.4168999999999934,sem_reclamacao,0.4168999999999934,0.4168999999999934,
0.6139999999999985,com_reclamacao,-0.6139999999999985,,-0.6139999999999985
0.37030000000000207,sem_reclamacao,-0.37030000000000207,,-0.37030000000000207
0.1332999999999922,sem_reclamacao,-0.1332999999999922,,-0.1332999999999922
0.26250000000000284,sem_reclamacao,0.26250000000000284,0.26250000000000284,
0.13700000000000134,sem_reclamacao,-0.13700000000000134,,-0.13700000000000134
0.7470000000000026,com_reclamacao,0.7470000000000026,0.7470000000000026,
0.1986999999999981,sem_reclamacao,0.1986999999999981,0.1986999999999981,
0.4848999999999961,sem_reclamacao,-0.4848999999999961,,-0.4848999999999961
0.0682999999999927,sem_reclamacao,0.0682999999999927,0.0682999999999927,
0.020600000000001728,sem_reclamacao,-0.020600000000001728,,-0.020600000000001728
0.4904000000000064,sem_reclamacao,-0.4904000000000064,,-0.4904000000000064
0.1576000000000013,sem_reclamacao,0.1576000000000013,0.1576000000000013,
0.13499999999999357,sem_reclamacao,-0.13499999999999357,,-0.13499999999999357
0.6253999999999991,com_reclamacao,-0.6253999999999991,,-0.6253999999999991
0.20519999999999694,sem_reclamacao,0.20519999999999694,0.20519999999999694,
0.15220000000000322,sem_reclamacao,0.15220000000000322,0.15220000000000322,
0.07380000000000075,sem_reclamacao,0.07380000000000075,0.07380000000000075,
1.8391000000000144,com_reclamacao,1.8391000000000144,1.8391000000000144,
0.08250000000001734,sem_reclamacao,0.08250000000001734,0.08250000000001734,
0.3619999999999921,sem_reclamacao,0.3619999999999921,0.3619999999999921,
0.19159999999999933,sem_reclamacao,0.19159999999999933,0.19159999999999933,
0.3570000000000002,sem_reclamacao,-0.3570000000000002,,-0.3570000000000002
0.07889999999999908,sem_reclamacao,0.07889999999999908,0.07889999999999908,
0.30050000000000243,sem_reclamacao,0.30050000000000243,0.30050000000000243,
0.18597089999999883,sem_reclamacao,0.18597089999999883,0.18597089999999883,
0.047600000000000975,sem_reclamacao,0.047600000000000975,0.047600000000000975,
0.0016999999999982585,sem_reclamacao,0.0016999999999982585,0.0016999999999982585,
0.3863000000000021,sem_reclamacao,-0.3863000000000021,,-0.3863000000000021
0.022699999999998832,sem_reclamacao,-0.022699999999998832,,-0.022699999999998832
3.162999999999979,com_reclamacao,3.162999999999979,3.162999999999979,
0.03460000000000729,sem_reclamacao,0.03460000000000729,0.03460000000000729,
1.446899999999987,com_reclamacao,-1.446899999999987,,-1.446899999999987
0.05790000000000051,sem_reclamacao,-0.05790000000000051,,-0.05790000000000051
0.5559999999999992,com_reclamacao,0.5559999999999992,0.5559999999999992,
0.04669999999998975,sem_reclamacao,-0.04669999999998975,,-0.04669999999998975
0.4694999999999885,sem_reclamacao,0.4694999999999885,0.4694999999999885,
1.2948000000000075,com_reclamacao,1.2948000000000075,1.2948000000000075,
0.1807000000000034,sem_reclamacao,-0.1807000000000034,,-0.1807000000000034
0.05460000000001042,sem_reclamacao,0.05460000000001042,0.05460000000001042,
0.3094000000000001,sem_reclamacao,0.3094000000000001,0.3094000000000001,
1.2932000000000201,com_reclamacao,1.2932000000000201,1.2932000000000201,
0.20219999999999771,sem_reclamacao,0.20219999999999771,0.20219999999999771,
0.09149999999999991,sem_reclamacao,0.09149999999999991,0.09149999999999991,
2.3735,com_reclamacao,2.3735,2.3735,
0.1646999999999963,sem_reclamacao,0.1646999999999963,0.1646999999999963,
0.17829999999999524,sem_reclamacao,0.17829999999999524,0.17829999999999524,
0.7564999999999884,com_reclamacao,0.7564999999999884,0.7564999999999884,
0.4100000000000108,sem_reclamacao,0.4100000000000108,0.4100000000000108,
0.4482999999999997,sem_reclamacao,0.4482999999999997,0.4482999999999997,
0.200699999999999,sem_reclamacao,-0.200699999999999,,-0.200699999999999
0.05000000000000071,sem_reclamacao,0.05000000000000071,0.05000000000000071,
0.26860000000000284,sem_reclamacao,0.26860000000000284,0.26860000000000284,
0.12970000000000592,sem_reclamacao,-0.12970000000000592,,-0.12970000000000592
0.22070000000000434,sem_reclamacao,-0.22070000000000434,,-0.22070000000000434
0.2319,sem_reclamacao,0.2319,0.2319,
0.3195999999999999,sem_reclamacao,-0.3195999999999999,,-0.3195999999999999
0.22480000000000233,sem_reclamacao,-0.22480000000000233,,-0.22480000000000233
0.1509000000000036,sem_reclamacao,0.1509000000000036,0.1509000000000036,
1.0269000000000057,com_reclamacao,1.0269000000000057,1.0269000000000057,
0.1428999999999978,sem_reclamacao,0.1428999999999978,0.1428999999999978,
0.14500000000000757,sem_reclamacao,-0.14500000000000757,,-0.14500000000000757
0.15320000000000888,sem_reclamacao,-0.15320000000000888,,-0.15320000000000888
0.18620000000000303,sem_reclamacao,0.18620000000000303,0.18620000000000303,
0.1398988000000001,sem_reclamacao,0.1398988000000001,0.1398988000000001,
0.10130000000000727,sem_reclamacao,-0.10130000000000727,,-0.10130000000000727
0.22239999999999505,sem_reclamacao,0.22239999999999505,0.22239999999999505,
0.26139999999999297,sem_reclamacao,-0.26139999999999297,,-0.26139999999999297
0.04830000000000734,sem_reclamacao,-0.04830000000000734,,-0.04830000000000734
0.10300000000000509,sem_reclamacao,0.10300000000000509,0.10300000000000509,
0.2854000000000081,sem_reclamacao,-0.2854000000000081,,-0.2854000000000081
0.1126999999999958,sem_reclamacao,-0.1126999999999958,,-0.1126999999999958
0.005200000000016303,sem_reclamacao,0.005200000000016303,0.005200000000016303,
0.11399999999999544,sem_reclamacao,0.11399999999999544,0.11399999999999544,
0.8901000000000021,com_reclamacao,0.8901000000000021,0.8901000000000021,
1.2314000000000096,com_reclamacao,-1.2314000000000096,,-1.2314000000000096
0.13799999999999812,sem_reclamacao,0.13799999999999812,0.13799999999999812,
0.13789999999999836,sem_reclamacao,-0.13789999999999836,,-0.13789999999999836
0.12370000000000836,sem_reclamacao,0.12370000000000836,0.12370000000000836,
0.29610000000001335,sem_reclamacao,-0.29610000000001335,,-0.29610000000001335
0.1934000000000058,sem_reclamacao,0.1934000000000058,0.1934000000000058,
0.20269999999998412,sem_reclamacao,0.20269999999998412,0.20269999999998412,
0.33589999999999876,sem_reclamacao,-0.33589999999999876,,-0.33589999999999876
0.23300000000000054,sem_reclamacao,-0.23300000000000054,,-0.23300000000000054
0.1924999999999999,sem_reclamacao,-0.1924999999999999,,-0.1924999999999999
0.20390000000000397,sem_reclamacao,0.20390000000000397,0.20390000000000397,
0.15099999999999625,sem_reclamacao,-0.15099999999999625,,-0.15099999999999625
0.03319999999999368,sem_reclamacao,-0.03319999999999368,,-0.03319999999999368
0.011799999999999145,sem_reclamacao,-0.011799999999999145,,-0.011799999999999145
0.3553999999999924,sem_reclamacao,-0.3553999999999924,,-0.3553999999999924
0.21199999999999708,sem_reclamacao,-0.21199999999999708,,-0.21199999999999708
0.3794000000000004,sem_reclamacao,0.3794000000000004,0.3794000000000004,
0.07530000000000348,sem_reclamacao,-0.07530000000000348,,-0.07530000000000348
0.04760000000000009,sem_reclamacao,-0.04760000000000009,,-0.04760000000000009
0.07530000000000481,sem_reclamacao,0.07530000000000481,0.07530000000000481,
0.07060000000000777,sem_reclamacao,-0.07060000000000777,,-0.07060000000000777
0.12250000000000227,sem_reclamacao,-0.12250000000000227,,-0.12250000000000227
0.7588000000000061,com_reclamacao,-0.7588000000000061,,-0.7588000000000061
0.15909999999999602,sem_reclamacao,0.15909999999999602,0.15909999999999602,
0.19420000000000037,sem_reclamacao,0.19420000000000037,0.19420000000000037,
0.37300000000001,sem_reclamacao,0.37300000000001,0.37300000000001,
0.8038000000000007,com_reclamacao,-0.8038000000000007,,-0.8038000000000007
0.04360000000000408,sem_reclamacao,0.04360000000000408,0.04360000000000408,
0.4602999999999948,sem_reclamacao,0.4602999999999948,0.4602999999999948,
0.07840000000000247,sem_reclamacao,-0.07840000000000247,,-0.07840000000000247
0.2961000000000036,sem_reclamacao,-0.2961000000000036,,-0.2961000000000036
2.39200000000001,com_reclamacao,-2.39200000000001,,-2.39200000000001
0.007699999999993601,sem_reclamacao,-0.007699999999993601,,-0.007699999999993601
0.4387000000000001,sem_reclamacao,0.4387000000000001,0.4387000000000001,
0.31039999999999957,sem_reclamacao,0.31039999999999957,0.31039999999999957,
0.15469999999999384,sem_reclamacao,-0.15469999999999384,,-0.15469999999999384
0.08269999999999644,sem_reclamacao,-0.08269999999999644,,-0.08269999999999644
0.22759999999999003,sem_reclamacao,-0.22759999999999003,,-0.22759999999999003
0.17169999999999863,sem_reclamacao,-0.17169999999999863,,-0.17169999999999863
0.12580000000000213,sem_reclamacao,-0.12580000000000213,,-0.12580000000000213
0.08650000000000624,sem_reclamacao,-0.08650000000000624,,-0.08650000000000624
0.3572000000000024,sem_reclamacao,-0.3572000000000024,,-0.3572000000000024
0.6021999999999998,com_reclamacao,-0.6021999999999998,,-0.6021999999999998
0.22899999999999388,sem_reclamacao,-0.22899999999999388,,-0.22899999999999388
0.04359999999999964,sem_reclamacao,0.04359999999999964,0.04359999999999964,
0.436300000000001,sem_reclamacao,0.436300000000001,0.436300000000001,
0.051199999999997914,sem_reclamacao,-0.051199999999997914,,-0.051199999999997914
2.1850000000000023,com_reclamacao,2.1850000000000023,2.1850000000000023,
0.14549999999999486,sem_reclamacao,0.14549999999999486,0.14549999999999486,
0.026100000000002677,sem_reclamacao,-0.026100000000002677,,-0.026100000000002677
0.14050000000000606,sem_reclamacao,-0.14050000000000606,,-0.14050000000000606
0.1509000000000018,sem_reclamacao,0.1509000000000018,0.1509000000000018,
0.20089999999999741,sem_reclamacao,0.20089999999999741,0.20089999999999741,
0.37480000000000047,sem_reclamacao,0.37480000000000047,0.37480000000000047,
9.233500000000006,com_reclamacao,9.233500000000006,9.233500000000006,
0.024499999999998856,sem_reclamacao,0.024499999999998856,0.024499999999998856,
0.3480000000000034,sem_reclamacao,0.3480000000000034,0.3480000000000034,
0.4832000000000001,sem_reclamacao,0.4832000000000001,0.4832000000000001,
0.29200000000000514,sem_reclamacao,-0.29200000000000514,,-0.29200000000000514
0.36819999999999986,sem_reclamacao,-0.36819999999999986,,-0.36819999999999986
1.011000000000001,com_reclamacao,1.011000000000001,1.011000000000001,
1.1037000000000017,com_reclamacao,1.1037000000000017,1.1037000000000017,
0.5801999999999996,com_reclamacao,0.5801999999999996,0.5801999999999996,
0.0005999999999999339,sem_reclamacao,-0.0005999999999999339,,-0.0005999999999999339
0.10989999999999256,sem_reclamacao,0.10989999999999256,0.10989999999999256,
0.6285000000000203,com_reclamacao,-0.6285000000000203,,-0.6285000000000203
0.6130999999999971,com_reclamacao,0.6130999999999971,0.6130999999999971,
0.011500000000003396,sem_reclamacao,-0.011500000000003396,,-0.011500000000003396
0.30070000000000086,sem_reclamacao,0.30070000000000086,0.30070000000000086,
0.20169999999999888,sem_reclamacao,0.20169999999999888,0.20169999999999888,
0.4314999999999989,sem_reclamacao,-0.4314999999999989,,-0.4314999999999989
0.3694000000000024,sem_reclamacao,-0.3694000000000024,,-0.3694000000000024
0.0851000000000024,sem_reclamacao,-0.0851000000000024,,-0.0851000000000024
0.2875999999999994,sem_reclamacao,0.2875999999999994,0.2875999999999994,
0.06830000000000513,sem_reclamacao,-0.06830000000000513,,-0.06830000000000513
0.19689999999999408,sem_reclamacao,-0.19689999999999408,,-0.19689999999999408
0.5655999999999946,com_reclamacao,0.5655999999999946,0.5655999999999946,
0.30750000000000455,sem_reclamacao,-0.30750000000000455,,-0.30750000000000455
0.3957999999999888,sem_reclamacao,0.3957999999999888,0.3957999999999888,
0.08270000000000888,sem_reclamacao,-0.08270000000000888,,-0.08270000000000888
0.27389999999999226,sem_reclamacao,0.27389999999999226,0.27389999999999226,
0.34470000000000134,sem_reclamacao,-0.34470000000000134,,-0.34470000000000134
0.017900000000001803,sem_reclamacao,0.017900000000001803,0.017900000000001803,
0.0002000000000030866,sem_reclamacao,0.0002000000000030866,0.0002000000000030866,
1.1565999999999992,com_reclamacao,1.1565999999999992,1.1565999999999992,
1.3926000000000016,com_reclamacao,-1.3926000000000016,,-1.3926000000000016
0.5005000000000006,com_reclamacao,-0.5005000000000006,,-0.5005000000000006
0.1866999999999983,sem_reclamacao,-0.1866999999999983,,-0.1866999999999983
0.18812930000000172,sem_reclamacao,0.18812930000000172,0.18812930000000172,
0.24470000000000258,sem_reclamacao,0.24470000000000258,0.24470000000000258,
0.6959000000000017,com_reclamacao,0.6959000000000017,0.6959000000000017,
0.24179999999998802,sem_reclamacao,0.24179999999998802,0.24179999999998802,
0.08259999999999401,sem_reclamacao,-0.08259999999999401,,-0.08259999999999401
0.826299999999998,com_reclamacao,0.826299999999998,0.826299999999998,
2.3929999999999936,com_reclamacao,-2.3929999999999936,,-2.3929999999999936
1.5256000000000007,com_reclamacao,-1.5256000000000007,,-1.5256000000000007
1.303399999999999,com_reclamacao,-1.303399999999999,,-1.303399999999999
0.002300000000002189,sem_reclamacao,0.002300000000002189,0.002300000000002189,
0.19359999999999733,sem_reclamacao,0.19359999999999733,0.19359999999999733,
0.09409999999999652,sem_reclamacao,-0.09409999999999652,,-0.09409999999999652
0.23330000000000162,sem_reclamacao,0.23330000000000162,0.23330000000000162,
1.9816999999999962,com_reclamacao,1.9816999999999962,1.9816999999999962,
0.17700000000000227,sem_reclamacao,0.17700000000000227,0.17700000000000227,
0.2179999999999893,sem_reclamacao,0.2179999999999893,0.2179999999999893,
0.06540000000000301,sem_reclamacao,-0.06540000000000301,,-0.06540000000000301
0.31429999999999936,sem_reclamacao,-0.31429999999999936,,-0.31429999999999936
0.21250000000000036,sem_reclamacao,-0.21250000000000036,,-0.21250000000000036
0.04009999999999936,sem_reclamacao,0.04009999999999936,0.04009999999999936,
0.676600000000001,com_reclamacao,0.676600000000001,0.676600000000001,
0.3237999999999923,sem_reclamacao,0.3237999999999923,0.3237999999999923,
6.127600000000001,com_reclamacao,-6.127600000000001,,-6.127600000000001
0.02370000000000161,sem_reclamacao,0.02370000000000161,0.02370000000000161,
0.7410000000000001,com_reclamacao,0.7410000000000001,0.7410000000000001,
0.05339999999999989,sem_reclamacao,0.05339999999999989,0.05339999999999989,
0.11149999999999771,sem_reclamacao,-0.11149999999999771,,-0.11149999999999771
0.19619999999999926,sem_reclamacao,0.19619999999999926,0.19619999999999926,
0.09260000000000002,sem_reclamacao,0.09260000000000002,0.09260000000000002,
0.22659999999999858,sem_reclamacao,0.22659999999999858,0.22659999999999858,
0.13180000000000236,sem_reclamacao,-0.13180000000000236,,-0.13180000000000236
0.07630000000000337,sem_reclamacao,-0.07630000000000337,,-0.07630000000000337
0.008100000000002439,sem_reclamacao,0.008100000000002439,0.008100000000002439,
0.00870000000000104,sem_reclamacao,-0.00870000000000104,,-0.00870000000000104
0.23470000000000102,sem_reclamacao,0.23470000000000102,0.23470000000000102,
1.3055999999999965,com_reclamacao,-1.3055999999999965,,-1.3055999999999965
0.3149292999999975,sem_reclamacao,0.3149292999999975,0.3149292999999975,
0.04609999999999914,sem_reclamacao,-0.04609999999999914,,-0.04609999999999914
0.42680000000002494,sem_reclamacao,0.42680000000002494,0.42680000000002494,
0.358099999999999,sem_reclamacao,-0.358099999999999,,-0.358099999999999
0.14799999999999613,sem_reclamacao,-0.14799999999999613,,-0.14799999999999613
0.21470000000000056,sem_reclamacao,0.21470000000000056,0.21470000000000056,
0.12010000000000076,sem_reclamacao,-0.12010000000000076,,-0.12010000000000076
0.07479999999999976,sem_reclamacao,0.07479999999999976,0.07479999999999976,
0.026800000000002377,sem_reclamacao,0.026800000000002377,0.026800000000002377,
0.3055999999999939,sem_reclamacao,-0.3055999999999939,,-0.3055999999999939
0.323600000000003,sem_reclamacao,-0.323600000000003,,-0.323600000000003
0.14420000000000233,sem_reclamacao,0.14420000000000233,0.14420000000000233,
0.2315000000000007,sem_reclamacao,0.2315000000000007,0.2315000000000007,
0.013299999999999201,sem_reclamacao,0.013299999999999201,0.013299999999999201,
0.19009999999999572,sem_reclamacao,-0.19009999999999572,,-0.19009999999999572
0.5738000000000056,com_reclamacao,0.5738000000000056,0.5738000000000056,
1.4440000000000008,com_reclamacao,-1.4440000000000008,,-1.4440000000000008
0.0798000000000001,sem_reclamacao,0.0798000000000001,0.0798000000000001,
0.043000000000002814,sem_reclamacao,0.043000000000002814,0.043000000000002814,
0.2222999999999944,sem_reclamacao,-0.2222999999999944,,-0.2222999999999944
0.2826999999999984,sem_reclamacao,0.2826999999999984,0.2826999999999984,
0.2654999999999976,sem_reclamacao,0.2654999999999976,0.2654999999999976,
0.6294999999999984,com_reclamacao,-0.6294999999999984,,-0.6294999999999984
0.17189999999999817,sem_reclamacao,-0.17189999999999817,,-0.17189999999999817
0.18469999999999942,sem_reclamacao,0.18469999999999942,0.18469999999999942,
0.13609999999999456,sem_reclamacao,-0.13609999999999456,,-0.13609999999999456
0.1668999999999956,sem_reclamacao,-0.1668999999999956,,-0.1668999999999956
0.1048,sem_reclamacao,0.1048,0.1048,
0.13840000000000074,sem_reclamacao,0.13840000000000074,0.13840000000000074,
5.4039,com_reclamacao,5.4039,5.4039,
0.3194730000000021,sem_reclamacao,-0.3194730000000021,,-0.3194730000000021
0.18179999999999863,sem_reclamacao,0.18179999999999863,0.18179999999999863,
0.09380000000000255,sem_reclamacao,0.09380000000000255,0.09380000000000255,
4.1469999999999985,com_reclamacao,-4.1469999999999985,,-4.1469999999999985
0.37700000000000067,sem_reclamacao,0.37700000000000067,0.37700000000000067,
0.9324000000000048,com_reclamacao,0.9324000000000048,0.9324000000000048,
0.7583000000000091,com_reclamacao,0.7583000000000091,0.7583000000000091,
0.0824999999999978,sem_reclamacao,0.0824999999999978,0.0824999999999978,
3.754900000000024,com_reclamacao,3.754900000000024,3.754900000000024,
0.5539000000000054,com_reclamacao,0.5539000000000054,0.5539000000000054,
0.03940000000000765,sem_reclamacao,-0.03940000000000765,,-0.03940000000000765
0.03180000000000405,sem_reclamacao,-0.03180000000000405,,-0.03180000000000405
0.07850000000000801,sem_reclamacao,0.07850000000000801,0.07850000000000801,
0.3411000000000062,sem_reclamacao,-0.3411000000000062,,-0.3411000000000062
0.25880000000000614,sem_reclamacao,-0.25880000000000614,,-0.25880000000000614
0.3731000000000009,sem_reclamacao,0.3731000000000009,0.3731000000000009,
0.7285000000000035,com_reclamacao,0.7285000000000035,0.7285000000000035,
0.09960000000000013,sem_reclamacao,-0.09960000000000013,,-0.09960000000000013
0.15909999999999958,sem_reclamacao,-0.15909999999999958,,-0.15909999999999958
0.05410000000001247,sem_reclamacao,0.05410000000001247,0.05410000000001247,
0.4154000000000009,sem_reclamacao,-0.4154000000000009,,-0.4154000000000009
0.22089999999998966,sem_reclamacao,0.22089999999998966,0.22089999999998966,
0.4534999999999991,sem_reclamacao,-0.4534999999999991,,-0.4534999999999991
0.5389999999999988,com_reclamacao,0.5389999999999988,0.5389999999999988,
